"계정코드별",2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12,2025.01,2025.02,2025.03
"경제심리지수(원계열)",91.8,93.7,92.5,94.8,94.1,95.0,96.3,94.5,94.0,92.8,93.0,83.3,86.7,90.2,87.2
"경제심리지수(순환변동치)",93.4,93.4,93.4,93.5,93.6,93.7,93.7,93.4,92.9,92.2,91.2,90.1,89.1,88.1,87.0
